UNITID,NPT41_PUB,NPT41_PRIV,NPT41_PROG,NPT41_OTHER,COSTT4_A,COSTT4_P,UGDS
122409,6298,NULL,NULL,NULL,20252,NULL,26625
122436,NULL,17932,NULL,NULL,56346,NULL,5573
122454,NULL,40793,NULL,NULL,55809,NULL,468
122506,NULL,21831,NULL,NULL,52260,NULL,172
122597,9900,NULL,NULL,NULL,22267,NULL,25271
122603,NULL,NULL,NULL,NULL,NULL,NULL,NULL
122612,NULL,23039,NULL,NULL,55812,NULL,6308
122649,NULL,NULL,NULL,NULL,NULL,NULL,NULL
122658,8630,NULL,NULL,NULL,14951,NULL,15393
122685,NULL,22539,NULL,NULL,26654,NULL,1616
122694,NULL,17568,NULL,NULL,22188,NULL,642
122728,NULL,13609,NULL,NULL,34811,NULL,1029
122746,9196,NULL,NULL,NULL,15067,NULL,7960
122755,9571,NULL,NULL,NULL,21160,NULL,25723
122791,5819,NULL,NULL,NULL,11925,NULL,8378
122834,NULL,16981,NULL,NULL,23144,NULL,543
122843,NULL,24746,NULL,NULL,29745,NULL,661
122852,NULL,16038,NULL,NULL,21409,NULL,188
122889,9778,NULL,NULL,NULL,15367,NULL,16042
122931,NULL,22527,NULL,NULL,57213,NULL,5404
122977,6443,NULL,NULL,NULL,12202,NULL,27747
123013,6965,NULL,NULL,NULL,12722,NULL,19533
123095,NULL,NULL,NULL,NULL,NULL,NULL,NULL
123165,NULL,22193,NULL,NULL,58888,NULL,980
123208,NULL,18756,NULL,NULL,NULL,23105,1199
123217,1915,NULL,NULL,NULL,7604,NULL,9747
123280,NULL,18832,NULL,NULL,24984,NULL,45
123299,4822,NULL,NULL,NULL,10855,NULL,7358
123341,7555,NULL,NULL,NULL,13157,NULL,17195
123350,NULL,4229,NULL,NULL,NULL,7569,181
123396,NULL,19814,NULL,NULL,25046,NULL,137
123448,NULL,NULL,NULL,NULL,NULL,NULL,NULL
123457,NULL,13519,NULL,NULL,33889,NULL,1024
123484,7773,NULL,NULL,NULL,13115,NULL,2168
123493,1723,NULL,NULL,NULL,NULL,8900,1032
123509,4229,NULL,NULL,NULL,9778,NULL,8859
123527,6464,NULL,NULL,NULL,12483,NULL,11057
123554,NULL,28173,NULL,NULL,56500,NULL,3039
123563,7255,NULL,NULL,NULL,12671,NULL,8341
123572,10818,NULL,NULL,NULL,23675,NULL,8321
123581,NULL,28885,NULL,NULL,NULL,32649,147
123633,NULL,NULL,NULL,NULL,NULL,NULL,125
123642,NULL,17753,NULL,NULL,NULL,21711,374
123651,NULL,18985,NULL,NULL,41952,NULL,2057
123679,NULL,27170,NULL,NULL,NULL,30815,898
123800,4463,NULL,NULL,NULL,10665,NULL,17611
123916,NULL,NULL,NULL,NULL,NULL,NULL,NULL
123943,NULL,NULL,NULL,NULL,NULL,NULL,NULL
123952,NULL,40005,NULL,NULL,50373,NULL,237
123961,NULL,16403,NULL,NULL,59787,NULL,18087
123970,NULL,NULL,NULL,NULL,NULL,NULL,NULL
124113,6025,NULL,NULL,NULL,11975,NULL,5047
124283,NULL,NULL,NULL,NULL,NULL,NULL,NULL
124292,NULL,17688,NULL,NULL,35056,NULL,366
124344,NULL,14287,NULL,NULL,NULL,18565,567
124487,NULL,20643,NULL,NULL,24692,NULL,263
124681,NULL,22648,NULL,NULL,NULL,27724,2732
124706,NULL,19318,NULL,NULL,NULL,23987,753
124779,NULL,14242,NULL,NULL,NULL,19281,33
124937,NULL,20218,NULL,NULL,NULL,24050,925
125028,3100,NULL,NULL,NULL,8895,NULL,11784
125082,NULL,12923,NULL,NULL,NULL,17238,105
125091,7219,NULL,NULL,NULL,13359,NULL,9981
125170,6673,NULL,NULL,NULL,12466,NULL,6036
125231,NULL,NULL,NULL,NULL,NULL,NULL,8064
125310,NULL,3927,NULL,NULL,NULL,11597,42
125462,7319,NULL,NULL,NULL,13472,NULL,2793
125471,7441,NULL,NULL,NULL,13291,NULL,9464
125499,9086,NULL,NULL,NULL,14565,NULL,8470
125532,NULL,16489,NULL,NULL,NULL,20980,1267
125718,NULL,NULL,NULL,NULL,NULL,NULL,NULL
125727,NULL,22886,NULL,NULL,51760,NULL,1295
125763,NULL,13112,NULL,NULL,49920,NULL,1651
125897,NULL,21584,NULL,NULL,42465,NULL,1353
126012,NULL,NULL,NULL,NULL,NULL,NULL,NULL
126030,NULL,NULL,NULL,NULL,NULL,NULL,NULL
126049,NULL,NULL,NULL,NULL,NULL,NULL,NULL
126076,NULL,4943,NULL,NULL,23850,NULL,131
126119,6014,NULL,NULL,NULL,12017,NULL,6345
126164,NULL,10089,NULL,NULL,NULL,14621,90
126182,14705,NULL,NULL,NULL,17759,NULL,2227
126207,7958,NULL,NULL,NULL,13308,NULL,3852
126289,6560,NULL,NULL,NULL,13086,NULL,8920
126359,NULL,20674,NULL,NULL,24078,NULL,576
126401,NULL,19096,NULL,NULL,25950,NULL,389
126562,9870,NULL,NULL,NULL,18822,NULL,10470
126580,9399,NULL,NULL,NULL,16707,NULL,8888
126605,NULL,20783,NULL,NULL,25485,NULL,434
126614,13636,NULL,NULL,NULL,27854,NULL,25461
126669,NULL,22074,NULL,NULL,36956,NULL,3614
126678,NULL,11662,NULL,NULL,54200,NULL,2025
126687,NULL,20205,NULL,NULL,NULL,24171,847
126702,NULL,24863,NULL,NULL,30664,NULL,1794
126711,9532,NULL,NULL,NULL,14430,NULL,3559
126748,9304,NULL,NULL,NULL,15455,NULL,649
126775,19966,NULL,NULL,NULL,29091,NULL,4197
126784,NULL,14802,NULL,NULL,NULL,17259,182
126818,9898,NULL,NULL,NULL,21823,NULL,22482
126827,NULL,18216,NULL,NULL,23475,NULL,1200
126854,NULL,12684,NULL,NULL,NULL,17324,62
126863,12588,NULL,NULL,NULL,18238,NULL,5694
126872,NULL,15432,NULL,NULL,22306,NULL,497
126915,5974,NULL,NULL,NULL,NULL,11003,262
126924,NULL,12906,NULL,NULL,18456,NULL,34
126942,7121,NULL,NULL,NULL,13908,NULL,8003
126951,NULL,17119,NULL,NULL,NULL,21771,1262
126979,NULL,NULL,NULL,NULL,NULL,NULL,NULL
127024,NULL,19523,NULL,NULL,24309,NULL,438
127060,NULL,21513,NULL,NULL,53614,NULL,5505
127158,10182,NULL,NULL,NULL,NULL,15575,2802
127185,10617,NULL,NULL,NULL,19565,NULL,3859
127200,8329,NULL,NULL,NULL,14433,NULL,16297
127219,NULL,10243,NULL,NULL,NULL,15882,53
127228,NULL,12493,NULL,NULL,NULL,15970,174
127273,NULL,NULL,NULL,NULL,NULL,NULL,NULL
127316,NULL,13001,NULL,NULL,NULL,15662,205
127389,8658,NULL,NULL,NULL,15591,NULL,538
127556,13340,NULL,NULL,NULL,18077,NULL,8733
127565,8618,NULL,NULL,NULL,14034,NULL,21696
127617,10234,NULL,NULL,NULL,16058,NULL,937
127653,NULL,21603,NULL,NULL,42575,NULL,380
127680,NULL,NULL,NULL,NULL,NULL,NULL,281
127699,NULL,NULL,NULL,NULL,NULL,NULL,258
127714,NULL,NULL,NULL,NULL,25950,NULL,889
127732,9416,NULL,NULL,NULL,15982,NULL,1257
127741,14208,NULL,NULL,NULL,19105,NULL,9525
127778,9765,NULL,NULL,NULL,16404,NULL,1011
127787,NULL,18939,NULL,NULL,25134,NULL,371
127820,8477,NULL,NULL,NULL,14717,NULL,12747
127839,NULL,11402,NULL,NULL,NULL,19502,339
127884,8566,NULL,NULL,NULL,14679,NULL,4922
127909,8173,NULL,NULL,NULL,14046,NULL,8224
127918,NULL,17088,NULL,NULL,43058,NULL,4930
127945,NULL,25671,NULL,NULL,39272,NULL,722
127954,NULL,NULL,NULL,NULL,NULL,NULL,11
128106,11016,NULL,NULL,NULL,18007,NULL,4375
128151,9898,NULL,NULL,NULL,13453,NULL,1184
128179,NULL,13353,NULL,NULL,NULL,17833,815
128188,NULL,12926,NULL,NULL,NULL,17431,536
128258,9896,NULL,NULL,NULL,16636,NULL,1307
128337,NULL,11459,NULL,NULL,NULL,16320,161
128391,11174,NULL,NULL,NULL,18875,NULL,1956
128498,NULL,21573,NULL,NULL,41520,NULL,1278
128540,NULL,14848,NULL,NULL,NULL,19506,127
128577,5242,NULL,NULL,NULL,10520,NULL,1360
128674,NULL,25376,NULL,NULL,NULL,29870,524
128683,NULL,23687,NULL,NULL,29502,NULL,837
128726,NULL,23950,NULL,NULL,25950,NULL,171
128744,NULL,21387,NULL,NULL,45640,NULL,2835
128771,12522,NULL,NULL,NULL,20372,NULL,9512
128780,NULL,NULL,NULL,NULL,NULL,NULL,1471
128896,NULL,16292,NULL,NULL,NULL,20417,304
128902,NULL,6586,NULL,NULL,58690,NULL,1878
128957,NULL,21830,NULL,NULL,NULL,26180,151
129002,NULL,20988,NULL,NULL,27518,NULL,298
129020,12678,NULL,NULL,NULL,25786,NULL,17684
129154,NULL,22077,NULL,NULL,32844,NULL,3269
129181,NULL,16459,NULL,NULL,NULL,20578,655
129215,14399,NULL,NULL,NULL,22633,NULL,4920
129242,NULL,25579,NULL,NULL,56628,NULL,3721
129349,NULL,17314,NULL,NULL,NULL,19872,156
129367,8463,NULL,NULL,NULL,13470,NULL,3732
129428,NULL,NULL,NULL,NULL,NULL,NULL,NULL
129482,NULL,13528,NULL,NULL,NULL,17514,327
129491,NULL,NULL,NULL,NULL,NULL,NULL,NULL
129525,NULL,24987,NULL,NULL,47368,NULL,5026
129534,NULL,13413,NULL,NULL,15930,NULL,48
129543,5651,NULL,NULL,NULL,10703,NULL,5288
129613,NULL,NULL,NULL,NULL,NULL,NULL,62
129686,NULL,20811,NULL,NULL,36811,NULL,77
129695,3782,NULL,NULL,NULL,9000,NULL,6773
129729,5315,NULL,NULL,NULL,10754,NULL,6627
129756,3698,NULL,NULL,NULL,9053,NULL,2403
129774,NULL,22869,NULL,NULL,43386,NULL,802
129808,4501,NULL,NULL,NULL,9055,NULL,4384
129923,NULL,16383,NULL,NULL,NULL,22080,465
129932,NULL,10040,NULL,NULL,NULL,12940,302
129941,NULL,25179,NULL,NULL,48280,NULL,4759
129969,NULL,20953,NULL,NULL,NULL,24215,295
130004,8260,NULL,NULL,NULL,13507,NULL,5133
130040,4682,NULL,NULL,NULL,10289,NULL,1233
130110,NULL,11093,NULL,NULL,17460,NULL,137
130129,NULL,15278,NULL,NULL,NULL,18915,503
130174,NULL,23177,NULL,NULL,29352,NULL,2630
130183,NULL,36779,NULL,NULL,40723,NULL,6616
130217,6244,NULL,NULL,NULL,11294,NULL,1796
130226,NULL,26380,NULL,NULL,53476,NULL,6486
130253,NULL,30549,NULL,NULL,50984,NULL,4409
130314,NULL,20680,NULL,NULL,42885,NULL,971
130396,6183,NULL,NULL,NULL,11208,NULL,7275
130448,NULL,8402,NULL,NULL,24452,NULL,772
130493,11967,NULL,NULL,NULL,18628,NULL,8257
130509,NULL,19217,NULL,NULL,NULL,22589,422
130581,NULL,NULL,NULL,NULL,NULL,NULL,NULL
130590,NULL,8319,NULL,NULL,59865,NULL,2239
130606,6357,NULL,NULL,NULL,11502,NULL,3781
130697,NULL,5736,NULL,NULL,61167,NULL,2888
130776,12778,NULL,NULL,NULL,19446,NULL,5184
130785,NULL,NULL,NULL,NULL,NULL,NULL,NULL
130794,NULL,7596,NULL,NULL,59320,NULL,5422
130837,NULL,NULL,NULL,NULL,NULL,NULL,55
130873,NULL,20702,NULL,NULL,NULL,24586,638
130891,3634,NULL,NULL,NULL,8161,NULL,3978
130907,3495,NULL,NULL,NULL,8221,NULL,2857
130916,3871,NULL,NULL,NULL,8203,NULL,6492
130934,12481,NULL,NULL,NULL,20506,NULL,3719
130943,9409,NULL,NULL,NULL,21748,NULL,17729
130989,NULL,19080,NULL,NULL,32255,NULL,548
131061,NULL,15256,NULL,NULL,NULL,19839,146
131098,NULL,19444,NULL,NULL,35199,NULL,1481
131113,NULL,14250,NULL,NULL,16978,NULL,8475
131159,NULL,24281,NULL,NULL,55159,NULL,6829
131283,NULL,31970,NULL,NULL,54023,NULL,3641
131308,NULL,29538,NULL,NULL,47459,NULL,275
131399,14969,NULL,NULL,NULL,19873,NULL,4487
131405,NULL,NULL,NULL,NULL,NULL,NULL,NULL
131450,NULL,10280,NULL,NULL,29852,NULL,1053
131469,NULL,19079,NULL,NULL,58925,NULL,10121
131496,NULL,10197,NULL,NULL,59900,NULL,7261
131520,NULL,20770,NULL,NULL,40129,NULL,6855
131742,NULL,18765,NULL,NULL,NULL,25718,1373
131803,NULL,NULL,NULL,NULL,NULL,NULL,871
131830,NULL,10073,NULL,NULL,12848,NULL,37
131876,NULL,13351,NULL,NULL,30144,NULL,1810
131973,NULL,NULL,NULL,NULL,NULL,NULL,NULL
132268,NULL,28692,NULL,NULL,NULL,33304,689
132338,NULL,23328,NULL,NULL,30805,NULL,1924
132374,6734,NULL,NULL,NULL,NULL,11560,902
132408,NULL,8469,NULL,NULL,15748,NULL,499
132471,NULL,18897,NULL,NULL,41019,NULL,4284
132523,NULL,NULL,NULL,NULL,NULL,NULL,NULL
132602,NULL,16446,NULL,NULL,27017,NULL,3723
132657,NULL,31003,NULL,NULL,48735,NULL,1732
132666,NULL,12521,NULL,NULL,NULL,17221,129
132675,3765,NULL,NULL,NULL,NULL,7415,139
132693,6734,NULL,NULL,NULL,10693,NULL,12736
132709,7697,NULL,NULL,NULL,13383,NULL,39162
132806,NULL,27385,NULL,NULL,31994,NULL,59
132842,NULL,13905,NULL,NULL,22158,NULL,263
132851,7162,NULL,NULL,NULL,13907,NULL,7113
132879,NULL,20290,NULL,NULL,26241,NULL,299
132903,11134,NULL,NULL,NULL,19815,NULL,50919
132976,12260,NULL,NULL,NULL,15064,NULL,225
133021,3357,NULL,NULL,NULL,9298,NULL,1635
133085,NULL,15355,NULL,NULL,28463,NULL,491
133155,10105,NULL,NULL,NULL,NULL,15655,614
133386,5999,NULL,NULL,NULL,11307,NULL,12993
133465,NULL,23183,NULL,NULL,28808,NULL,972
133492,NULL,24246,NULL,NULL,49802,NULL,2163
133508,10644,NULL,NULL,NULL,15635,NULL,12850
133526,NULL,12147,NULL,NULL,22929,NULL,862
133553,NULL,30738,NULL,NULL,45648,NULL,4666
133650,10326,NULL,NULL,NULL,19191,NULL,8825
133669,10215,NULL,NULL,NULL,19131,NULL,24685
133702,5978,NULL,NULL,NULL,11430,NULL,25018
133711,NULL,17514,NULL,NULL,28305,NULL,2839
133809,NULL,15421,NULL,NULL,25690,NULL,558
133845,NULL,21110,NULL,NULL,NULL,25807,630
133854,NULL,18195,NULL,NULL,NULL,23208,508
133863,NULL,19726,NULL,NULL,NULL,24239,454
133872,NULL,18425,NULL,NULL,21358,NULL,2064
133881,NULL,27015,NULL,NULL,52490,NULL,3191
133942,NULL,NULL,NULL,NULL,NULL,NULL,68
133951,9183,NULL,NULL,NULL,18426,NULL,38234
133960,11951,NULL,NULL,NULL,18699,NULL,964
133979,NULL,16142,NULL,NULL,25036,NULL,1517
133997,NULL,41743,NULL,NULL,46564,NULL,5818
134024,NULL,14947,NULL,NULL,NULL,18424,70
134079,NULL,17742,NULL,NULL,38413,NULL,2379
134097,11542,NULL,NULL,NULL,20774,NULL,32086
134112,NULL,13920,NULL,NULL,NULL,17829,4330
134121,NULL,8318,NULL,NULL,11673,NULL,99
134130,8111,NULL,NULL,NULL,20456,NULL,32346
134149,NULL,22396,NULL,NULL,27860,NULL,1746
134228,NULL,7026,NULL,NULL,NULL,9723,28
134237,NULL,29976,NULL,NULL,35899,NULL,18880
134291,8490,NULL,NULL,NULL,NULL,11866,675
134307,760,NULL,NULL,NULL,NULL,5520,710
134343,4488,NULL,NULL,NULL,9810,NULL,3643
134422,NULL,16904,NULL,NULL,21744,NULL,68
134495,5760,NULL,NULL,NULL,9858,NULL,23596
134510,NULL,7863,NULL,NULL,12303,NULL,194
134529,NULL,19251,NULL,NULL,NULL,22524,73
134574,NULL,19118,NULL,NULL,NULL,23983,173
134608,1321,NULL,NULL,NULL,6709,NULL,13993
134680,NULL,16248,NULL,NULL,22376,NULL,474
134714,NULL,15250,NULL,NULL,NULL,18933,257
134811,NULL,24350,NULL,NULL,30422,NULL,3167
134909,NULL,22791,NULL,NULL,26761,NULL,463
134945,NULL,17657,NULL,NULL,42459,NULL,3360
135063,NULL,13007,NULL,NULL,15982,NULL,445
135081,NULL,22055,NULL,NULL,26887,NULL,15788
135124,NULL,19072,NULL,NULL,NULL,22761,614
135142,NULL,8212,NULL,NULL,NULL,13912,290
135160,4010,NULL,NULL,NULL,9879,NULL,2234
135179,8427,NULL,NULL,NULL,NULL,11621,637
135188,3150,NULL,NULL,NULL,9570,NULL,3510
135267,6472,NULL,NULL,NULL,NULL,11057,705
135276,12873,NULL,NULL,NULL,NULL,16166,1017
135294,6990,NULL,NULL,NULL,NULL,11897,890
135337,NULL,18923,NULL,NULL,NULL,21726,209
135364,NULL,17146,NULL,NULL,22696,NULL,510
135391,10182,NULL,NULL,NULL,15137,NULL,9421
135407,3215,NULL,NULL,NULL,NULL,9485,1252
135416,NULL,14763,NULL,NULL,NULL,18317,254
135522,6805,NULL,NULL,NULL,11748,NULL,446
135610,NULL,NULL,NULL,NULL,NULL,NULL,257
135647,8856,NULL,NULL,NULL,NULL,12225,1158
135717,14303,NULL,NULL,NULL,19850,NULL,61684
135726,NULL,20783,NULL,NULL,57700,NULL,11246
135735,11049,NULL,NULL,NULL,NULL,14518,1460
135771,NULL,18169,NULL,NULL,NULL,21514,631
135939,NULL,19274,NULL,NULL,24209,NULL,189
135957,NULL,20265,NULL,NULL,25659,NULL,768
136048,NULL,11616,NULL,NULL,NULL,12132,98
136066,NULL,19995,NULL,NULL,25144,NULL,738
136109,NULL,14730,NULL,NULL,NULL,18478,166
136145,2876,NULL,NULL,NULL,9016,NULL,898
136172,6825,NULL,NULL,NULL,19415,NULL,14006
136206,NULL,9013,NULL,NULL,33485,NULL,609
136215,NULL,25324,NULL,NULL,40783,NULL,5053
136233,7823,NULL,NULL,NULL,13486,NULL,5549
136288,NULL,20996,NULL,NULL,26001,NULL,714
136303,13303,NULL,NULL,NULL,NULL,17824,392
136330,NULL,18750,NULL,NULL,37535,NULL,2501
136358,1710,NULL,NULL,NULL,7804,NULL,26106
136400,5240,NULL,NULL,NULL,10355,NULL,8211
136473,7199,NULL,NULL,NULL,12748,NULL,9026
136491,10804,NULL,NULL,NULL,NULL,16553,1044
136516,8718,NULL,NULL,NULL,13574,NULL,9443
136659,1883,NULL,NULL,NULL,NULL,7430,277
136701,NULL,NULL,NULL,NULL,NULL,NULL,NULL
136765,16715,NULL,NULL,NULL,19449,NULL,717
136774,NULL,40140,NULL,NULL,54676,NULL,1253
136783,NULL,18663,NULL,NULL,NULL,22684,32
136826,5727,NULL,NULL,NULL,NULL,12277,816
136950,NULL,24545,NULL,NULL,56309,NULL,2608
137023,8848,NULL,NULL,NULL,NULL,13033,631
137032,NULL,18898,NULL,NULL,31609,NULL,11993
137078,7184,NULL,NULL,NULL,12727,NULL,27166
137087,13143,NULL,NULL,NULL,NULL,17499,1128
137096,8678,NULL,NULL,NULL,12137,NULL,13764
137120,2482,NULL,NULL,NULL,NULL,10220,670
137148,NULL,NULL,NULL,NULL,NULL,NULL,128
137209,7758,NULL,NULL,NULL,12953,NULL,16567
137245,4132,NULL,NULL,NULL,NULL,8855,1244
137272,NULL,2035,NULL,NULL,32000,NULL,77
137281,6738,NULL,NULL,NULL,11904,NULL,5173
137315,4914,NULL,NULL,NULL,10402,NULL,2031
137351,6688,NULL,NULL,NULL,19299,NULL,30376
137476,NULL,17435,NULL,NULL,37090,NULL,1035
137537,NULL,24784,NULL,NULL,27794,NULL,226
137546,NULL,18841,NULL,NULL,49939,NULL,2711
137564,NULL,17264,NULL,NULL,30333,NULL,2633
137591,NULL,15936,NULL,NULL,NULL,21695,281
137713,15052,NULL,NULL,NULL,NULL,18504,142
137759,3985,NULL,NULL,NULL,8985,NULL,12249
137777,NULL,NULL,NULL,NULL,25600,NULL,32
137801,NULL,22319,NULL,NULL,27608,NULL,738
137810,NULL,22018,NULL,NULL,27296,NULL,468
137847,NULL,23253,NULL,NULL,37714,NULL,6476
137856,9146,NULL,NULL,NULL,NULL,11854,58
137865,6408,NULL,NULL,NULL,NULL,13978,421
137953,NULL,10650,NULL,NULL,16752,NULL,289
137962,NULL,13961,NULL,NULL,21986,NULL,222
138132,NULL,14380,NULL,NULL,NULL,17755,79
138187,5923,NULL,NULL,NULL,11491,NULL,34819
138275,NULL,15209,NULL,NULL,28555,NULL,1023
138284,19223,NULL,NULL,NULL,NULL,22141,349
138293,NULL,18304,NULL,NULL,34949,NULL,662
138309,NULL,19115,NULL,NULL,24315,NULL,5627
138354,9379,NULL,NULL,NULL,18158,NULL,9906
138372,19614,NULL,NULL,NULL,NULL,23589,586
138479,3602,NULL,NULL,NULL,NULL,8543,827
138488,22746,NULL,NULL,NULL,NULL,26350,437
138497,5606,NULL,NULL,NULL,NULL,10683,288
138558,7887,NULL,NULL,NULL,14080,NULL,3194
138600,NULL,16756,NULL,NULL,44945,NULL,858
138655,NULL,11134,NULL,NULL,17032,NULL,379
138664,NULL,12002,NULL,NULL,16030,NULL,36
138682,186,NULL,NULL,NULL,6867,NULL,3743
138691,6281,NULL,NULL,NULL,11611,NULL,5984
138716,12026,NULL,NULL,NULL,19025,NULL,3566
138761,NULL,13976,NULL,NULL,26050,NULL,311
138789,12451,NULL,NULL,NULL,19802,NULL,6206
138813,NULL,25958,NULL,NULL,32466,NULL,2974
138822,NULL,9449,NULL,NULL,NULL,13583,528
138840,2891,NULL,NULL,NULL,9318,NULL,4568
138868,NULL,16507,NULL,NULL,27497,NULL,1354
138901,10686,NULL,NULL,NULL,15545,NULL,2950
138929,NULL,NULL,NULL,NULL,NULL,NULL,NULL
138938,NULL,12787,NULL,NULL,NULL,17159,62
138947,NULL,29006,NULL,NULL,34201,NULL,2629
138956,8506,NULL,NULL,NULL,14538,NULL,4294
139010,4031,NULL,NULL,NULL,9775,NULL,2533
139074,NULL,19620,NULL,NULL,24573,NULL,744
139092,NULL,6502,NULL,NULL,NULL,11056,53
139144,NULL,17983,NULL,NULL,40965,NULL,2122
139153,NULL,9905,NULL,NULL,14607,NULL,554
139199,NULL,13602,NULL,NULL,34107,NULL,1683
139205,NULL,12385,NULL,NULL,22499,NULL,543
139214,NULL,24427,NULL,NULL,28860,NULL,233
139250,9793,NULL,NULL,NULL,15501,NULL,2855
139278,3354,NULL,NULL,NULL,10061,NULL,6283
139287,NULL,15981,NULL,NULL,20421,NULL,103
139311,10669,NULL,NULL,NULL,17487,NULL,6445
139348,NULL,NULL,NULL,NULL,NULL,NULL,NULL
139357,8067,NULL,NULL,NULL,14131,NULL,3556
139366,9645,NULL,NULL,NULL,17029,NULL,6849
139384,4337,NULL,NULL,NULL,10756,NULL,5220
139393,NULL,15101,NULL,NULL,38510,NULL,1063
139463,4611,NULL,NULL,NULL,10948,NULL,4852
139506,NULL,10874,NULL,NULL,NULL,16424,68
139579,NULL,24400,NULL,NULL,29751,NULL,775
139621,5333,NULL,NULL,NULL,10852,NULL,2803
139630,NULL,11142,NULL,NULL,23842,NULL,709
139658,NULL,18204,NULL,NULL,58180,NULL,7705
139700,4759,NULL,NULL,NULL,10227,NULL,5324
139719,13336,NULL,NULL,NULL,19801,NULL,2805
139746,NULL,NULL,NULL,NULL,NULL,NULL,60
139755,7364,NULL,NULL,NULL,21980,NULL,13975
139764,9462,NULL,NULL,NULL,17839,NULL,2598
139861,12590,NULL,NULL,NULL,23052,NULL,5636
139904,12434,NULL,NULL,NULL,19600,NULL,1549
139931,13532,NULL,NULL,NULL,21513,NULL,17103
139940,13435,NULL,NULL,NULL,23124,NULL,24128
139959,8004,NULL,NULL,NULL,21162,NULL,26120
139968,7416,NULL,NULL,NULL,13091,NULL,4031
139986,9021,NULL,NULL,NULL,15228,NULL,4919
139995,NULL,15967,NULL,NULL,19186,NULL,174
140003,NULL,22177,NULL,NULL,25384,NULL,368
140012,5611,NULL,NULL,NULL,11417,NULL,6918
140146,NULL,NULL,NULL,NULL,NULL,NULL,NULL
140164,13046,NULL,NULL,NULL,20630,NULL,22211
140234,NULL,15320,NULL,NULL,37305,NULL,854
140243,4652,NULL,NULL,NULL,11289,NULL,3227
140252,NULL,20329,NULL,NULL,28609,NULL,765
140331,1877,NULL,NULL,NULL,7954,NULL,9935
140340,NULL,21468,NULL,NULL,26341,NULL,391
140447,NULL,17221,NULL,NULL,46382,NULL,4304
140553,NULL,28302,NULL,NULL,45451,NULL,2161
140562,NULL,NULL,NULL,NULL,NULL,NULL,NULL
140599,5120,NULL,NULL,NULL,11410,NULL,1453
140678,1929,NULL,NULL,NULL,8465,NULL,2300
140696,NULL,16309,NULL,NULL,43689,NULL,1020
140720,NULL,13763,NULL,NULL,21516,NULL,921
140818,NULL,14919,NULL,NULL,32031,NULL,1281
140827,NULL,36108,NULL,NULL,38258,NULL,116
140872,NULL,17738,NULL,NULL,30734,NULL,1191
140942,3818,NULL,NULL,NULL,9694,NULL,4523
140951,NULL,29183,NULL,NULL,49179,NULL,8750
140960,8997,NULL,NULL,NULL,15531,NULL,4462
140988,NULL,15924,NULL,NULL,30642,NULL,1518
141006,2803,NULL,NULL,NULL,9440,NULL,1644
141015,NULL,26935,NULL,NULL,27185,NULL,135
141060,NULL,27523,NULL,NULL,41635,NULL,2129
141097,8407,NULL,NULL,NULL,16546,NULL,5636
141158,1697,NULL,NULL,NULL,8138,NULL,1255
141167,NULL,10873,NULL,NULL,24734,NULL,815
141185,NULL,15518,NULL,NULL,30178,NULL,817
141237,NULL,14104,NULL,NULL,26484,NULL,697
141255,2300,NULL,NULL,NULL,8762,NULL,3378
141264,13421,NULL,NULL,NULL,20958,NULL,9634
141325,NULL,12827,NULL,NULL,30878,NULL,530
141334,11209,NULL,NULL,NULL,18879,NULL,9777
141361,NULL,14318,NULL,NULL,34007,NULL,1083
141468,NULL,18363,NULL,NULL,23216,NULL,1678
141486,NULL,17200,NULL,NULL,30801,NULL,1864
141565,7544,NULL,NULL,NULL,15284,NULL,3335
141574,7363,NULL,NULL,NULL,18491,NULL,14097
141608,NULL,11254,NULL,NULL,NULL,15847,85
141644,NULL,17551,NULL,NULL,29762,NULL,5386
141680,2946,NULL,NULL,NULL,8230,NULL,3434
141796,3484,NULL,NULL,NULL,9242,NULL,6025
141802,5044,NULL,NULL,NULL,10801,NULL,1251
141811,860,NULL,NULL,NULL,5931,NULL,5932
141839,6127,NULL,NULL,NULL,11240,NULL,3553
141848,NULL,20775,NULL,NULL,NULL,25248,81
141936,NULL,NULL,NULL,NULL,NULL,NULL,NULL
141945,NULL,10814,NULL,NULL,NULL,17309,188
141981,4157,NULL,NULL,NULL,9874,NULL,2192
141990,5878,NULL,NULL,NULL,10933,NULL,1911
142054,NULL,20016,NULL,NULL,NULL,25566,552
142090,NULL,18671,NULL,NULL,23036,NULL,183
142115,11769,NULL,NULL,NULL,18227,NULL,16557
142179,7725,NULL,NULL,NULL,12995,NULL,575
142276,13197,NULL,NULL,NULL,18077,NULL,9337
142285,10173,NULL,NULL,NULL,19700,NULL,8539
142294,NULL,13075,NULL,NULL,34555,NULL,1086
142328,10218,NULL,NULL,NULL,16184,NULL,3161
142337,NULL,23384,NULL,NULL,27490,NULL,251
142407,NULL,11669,NULL,NULL,NULL,16552,57
142416,NULL,8688,NULL,NULL,NULL,14238,25
142443,8941,NULL,NULL,NULL,12063,NULL,5095
142461,NULL,18762,NULL,NULL,34498,NULL,1251
142489,NULL,12259,NULL,NULL,NULL,16400,36
142522,NULL,5154,NULL,NULL,10438,NULL,20208
142559,5051,NULL,NULL,NULL,10390,NULL,5023
142832,NULL,NULL,NULL,NULL,NULL,NULL,NULL
142869,NULL,9300,NULL,NULL,NULL,11828,45
