UNITID,RRFTCT,RET_PCF,STUFACR 
459295,11,91,7
459301,21,76,17
459310,35,97,13
459329,94,65,11
459338,18,94,16
459347,5,100,5
459356,1,100,8
459365,35,83,9
459374,,,9
459392,16,88,13
459408,12,83,9
459417,18,94,15
459426,38,84,14
459435,12,67,2
459444,6,67,7
459453,19,89,25
459462,85,66,30
459471,5,100,3
459480,11,73,13
459499,,,7
459514,28,93,15
459523,8,38,13
459532,44,93,25
459541,2,100,9
459550,67,93,12
459569,5,60,1
459578,16,88,12
459587,0,,17
459596,0,,12
459602,0,,13
459611,0,,15
459639,0,,37
459648,0,,10
459657,0,,21
459666,0,,16
459675,0,,29
459684,,,3
459693,0,,24
459709,0,,20
459718,0,,35
459727,6,67,8
459824,,,4
459833,7,29,5
459842,12,25,16
459851,9,44,11
459930,115,58,23
459958,55,64,28
459967,283,69,35
459985,293,85,30
459994,4,75,4
460002,40,30,20
460011,10,80,20
460020,47,62,14
460039,6,50,12
460048,0,,13
460057,14,100,9
460066,21,95,19
460075,7,100,12
460093,73,78,20
460109,61,77,19
460118,52,77,22
460127,36,81,23
460136,318,67,25
460145,92,79,23
460172,68,66,18
460181,158,68,29
460190,124,69,27
460206,164,82,29
460215,36,58,15
460349,,,4
460358,67,66,20
460367,,,20
460385,15,87,10
460394,388,67,29
460446,44,89,15
460455,1,100,7
460464,613,75,34
460473,,,1
460482,43,37,28
460516,42,67,10
460525,50,78,7
460534,132,59,12
460543,204,63,37
460552,16,100,15
460561,46,93,8
460570,42,79,9
460589,,,20
460598,,,16
460604,19,84,13
460613,21,43,15
460631,16,56,15
460640,,,20
460659,21,86,11
460677,257,24,20
460695,22,86,9
460701,18,78,22
460710,4,50,17
460729,38,43,10
460738,0,,20
460747,0,,22
460756,3,100,15
460765,53,89,10
460774,39,46,10
460783,29,62,7
460808,,,9
460817,95,45,14
460826,35,63,18
460835,102,65,19
460844,18,33,10
460853,0,,8
460862,25,92,14
460871,2,100,14
460899,11,36,16
460905,7,86,15
460914,17,94,21
460923,49,49,9
460932,39,100,24
460950,,,8
460969,94,94,27
460978,105,93,11
460987,31,90,12
460996,35,83,11
461005,78,55,21
461014,160,40,22
461023,17,53,20
461032,4,100,8
461041,307,71,25
461111,20,75,11
461148,50,86,4
461157,19,89,5
461175,37,84,6
461193,45,89,14
461218,36,100,23
461227,27,81,9
461236,13,77,6
461245,53,85,10
461254,29,100,10
461263,8,88,10
461272,2,100,9
461281,0,,12
461290,5,100,9
461306,71,56,13
461315,21,43,8
461324,,,25
461333,,,2
461342,2,100,15
461351,41,88,19
461360,33,100,20
461379,,,3
461388,23,35,18
461397,30,93,25
461412,,,11
461421,16,88,13
461430,,,10
461449,73,88,25
461476,9,100,6
461485,,,9
461494,17,82,20
461500,1,100,12
461528,10,70,5
461537,15,100,8
461546,17,41,9
461555,19,95,20
461564,5,60,15
461573,57,75,12
461582,,,12
461591,6,83,15
461607,8,88,13
461625,4,100,10
461643,,,8
461652,5,100,6
461670,49,94,4
461689,95,65,25
461698,37,70,16
461704,78,62,15
461713,,,10
461722,79,71,10
461731,37,43,13
461740,22,68,26
461759,0,,12
461768,,,22
461777,7,71,9
461786,34,88,8
461795,80,51,15
461801,2,50,10
461810,19,53,20
461829,123,19,15
461838,,,30
461847,7,14,9
461856,209,78,25
461865,50,75,35
461874,19,89,10
461883,3,67,26
461892,60,78,18
461908,10,40,11
461917,32,84,15
461926,38,87,9
461935,2,50,11
461944,25,56,13
461953,13,85,10
461962,223,89,18
461971,1,100,16
461980,35,83,12
461999,29,45,7
462008,41,76,15
462017,7,86,16
462026,4,100,20
462035,51,94,9
462053,25,100,20
462062,11,91,13
462071,19,84,15
462309,,,11
462318,,,30
462327,,,20
462336,1,100,25
462345,43,88,8
462354,38,76,18
462363,0,,16
462372,0,,16
462390,1,0,5
465812,280,20,25
466152,0,,13
466161,0,,13
466170,0,,13
466189,4,50,13
466514,1,100,16
466523,17,88,9
466921,2,50,12
466930,0,,9
467058,0,,13
467094,14,79,20
467155,158,64,30
467340,18,50,15
467368,29,69,26
467508,19,68,12
467517,23,39,8
467526,28,39,10
467535,32,50,9
467544,13,69,6
467553,18,44,8
467562,13,38,5
467571,21,38,5
467580,18,78,6
467599,26,73,7
467605,20,75,8
467614,25,38,9
467623,15,40,9
467632,24,83,14
467641,35,40,11
467650,12,33,7
467669,31,48,5
467678,30,37,20
467784,119,61,30
467793,3,67,10
467809,19,74,16
467863,40,74,15
467872,26,92,15
467881,,,30
467906,15,60,20
468015,47,43,20
468024,2,100,9
468246,35,86,15
468255,38,84,15
468398,9,56,15
468705,86,26,20
468723,29,97,31
468732,127,67,16
468769,40,90,16
468866,7,86,18
468875,111,79,24
468893,26,62,19
468963,,,7
469054,137,57,19
469124,,,25
469133,,,25
469142,,,25
469151,,,15
469160,,,25
469197,31,61,10
469407,170,66,15
469416,153,69,18
469586,,,25
469610,242,61,35
469629,58,53,15
469638,310,94,18
469647,100,94,18
469911,46,59,11
469920,87,54,12
469957,68,87,11
469993,4,75,8
470047,15,80,4
470092,74,36,14
470162,4,50,9
470223,13,92,20
470296,20,85,25
470302,28,82,32
470393,7,71,15
470852,,,4
470861,0,,31
470870,0,,20
470889,,,17
470898,0,,17
470904,0,,16
474863,8,63,21
474881,0,,6
474890,2,50,25
474906,8,13,11
474915,113,81,18
474924,57,86,11
474933,11,64,7
474942,15,93,11
474997,60,78,12
475015,20,85,15
475024,77,77,26
475042,0,,13
475060,49,55,16
475079,48,48,20
475097,,,14
475121,207,22,26
475130,11,64,19
475185,3,100,5
475194,49,57,11
475200,,,8
475255,25,92,27
475273,,,12
475282,9,67,7
475291,0,,7
475325,,,12
475352,0,,11
475370,39,38,13
475389,15,87,12
475398,,,9
475404,,,10
475413,28,36,12
475422,2,50,5
475431,,,5
475459,281,74,17
475468,19,79,8
475477,13,46,8
475486,208,16,19
475501,48,83,8
475529,30,60,10
475538,48,85,20
475547,11,64,15
475556,18,89,15
475565,278,69,15
475574,2,0,20
475583,51,24,19
475592,0,,3
475608,14,79,12
475617,0,,15
475626,2,50,6
475635,3,100,5
475644,23,91,11
475653,4,100,4
475662,8,88,8
475680,5,80,15
475699,10,40,6
475705,1,100,11
475714,56,71,6
475723,21,60,16
475732,2,50,11
475741,4,75,17
475750,51,71,31
475839,15,53,17
475866,10,20,9
476063,43,72,30
476090,19,53,9
476106,11,36,8
476115,6,50,4
476124,1,0,3
476133,43,49,10
476142,13,46,7
476151,10,10,5
476160,16,56,8
476179,66,58,19
476230,33,91,13
476294,10,90,15
476328,105,47,20
476337,10,100,13
476346,,,25
476355,0,,9
476382,79,68,20
476391,34,44,20
476470,102,83,6
476489,13,46,25
476498,32,38,25
476504,20,85,20
476513,4,100,14
476522,19,89,16
476531,7,29,11
476540,28,79,8
476559,78,72,16
476568,12,100,6
476577,35,97,12
476586,,,13
476595,23,87,18
476601,24,67,9
476610,,,7
476629,58,88,14
476638,12,58,16
476674,16,63,16
476683,44,80,23
476692,3,100,11
476708,15,87,15
476717,101,97,14
476726,103,96,30
476735,0,,8
476744,5,80,8
476753,11,91,15
476762,13,85,20
476771,5,20,4
476780,47,91,21
476799,,,8
476805,6,83,13
476814,,,8
476823,5,100,15
476832,2,100,5
476841,21,81,20
476850,90,87,14
476869,155,81,10
476878,,,15
476887,19,84,13
476896,23,74,7
476902,9,44,8
476911,121,83,20
476939,,,6
476948,44,80,25
476957,8,88,4
476966,193,74,6
476975,,,38
476984,7,86,15
476993,20,90,16
477002,15,73,6
477039,0,,13
477950,7,71,20
477996,0,,13
478005,0,,13
478014,0,,13
478582,31,57,30
478591,87,90,15
478616,32,59,19
478634,3,100,13
478643,25,60,15
478661,43,79,10
478917,41,90,12
478953,28,86,11
479053,18,83,25
479062,13,92,14
479123,11,82,9
479248,107,78,10
479424,,,7
479549,161,48,43
479558,71,61,26
479567,,,6
479585,,,14
479594,0,,15
479600,0,,20
479619,,,9
479628,0,,22
479637,0,,21
479646,0,,14
479655,0,,18
479664,,,15
479956,88,57,12
479965,25,88,12
479974,11,45,20
479983,4,100,8
479992,1,100,10
480000,9,100,25
480019,,,12
480028,2,50,9
480037,,,19
480064,13,31,27
480073,1,0,7
480082,11,27,9
480091,2,100,23
480107,27,56,11
480125,116,91,19
480134,,,7
480143,0,,14
480161,2,100,7
480170,20,60,21
480189,239,48,15
480198,12,100,20
480204,0,,18
480310,66,68,22
480329,105,68,24
480338,61,49,25
480347,18,83,12
480356,16,75,4
480480,7,43,7
480499,0,,3
480514,125,49,36
480523,21,76,13
480532,46,74,28
480550,53,75,22
480569,,,26
480657,4,50,18
480693,24,71,9
480727,36,97,5
480736,9,33,6
480754,5,100,10
480781,52,96,16
480815,0,,10
480824,132,80,12
480833,207,78,13
480842,3,100,17
480879,6,50,7
480888,,,11
480897,125,73,30
480903,,,6
480912,0,,2
480921,8,88,17
480930,2,100,15
480967,33,67,20
480976,10,60,13
480985,11,91,5
480994,13,69,15
481003,,,20
481021,29,100,1
481049,4,100,4
481058,37,95,27
481076,,,12
481085,,,30
481100,14,100,5
481119,87,52,12
481128,5,0,26
481137,23,95,6
481146,,,17
481155,111,74,15
481164,,,20
481173,14,86,10
481182,0,,39
481191,353,95,25
481207,28,100,10
481225,2,100,2
481234,93,76,18
481243,,,8
481252,1,100,11
481261,9,67,4
481270,7,57,16
481289,6,100,15
481298,37,92,14
481304,54,85,11
481313,28,21,17
481322,2,0,4
481331,,,2
481340,10,100,8
481359,32,84,7
481368,11,100,6
481377,12,42,11
481386,9,88,11
481395,10,80,5
481401,0,,2
481410,12,83,17
481429,86,59,27
481438,23,74,12
481447,,,12
481456,10,100,7
481465,3,100,10
481474,1,100,25
481483,129,85,21
481492,,,4
481508,40,93,25
481517,16,69,13
481526,,,21
481544,,,12
481553,41,56,14
481562,18,100,7
481571,4,50,14
481599,25,32,25
481614,0,,23
481623,0,,28
481632,119,61,12
481669,,,30
481678,23,57,20
481720,16,44,10
481739,23,91,18
481748,59,56,20
481766,39,28,29
481827,,,9
481845,39,79,14
481854,,,32
481863,28,71,22
481890,6,83,10
481906,40,73,26
481915,55,42,39
481942,,,25
481960,7,71,18
481988,129,40,34
482015,276,52,25
482024,0,,15
482033,107,68,10
482060,61,62,14
482097,103,73,11
482103,,,8
482149,724,69,13
482158,359,67,21
482167,11,55,25
482176,26,69,15
482185,20,70,26
482194,30,100,16
482200,36,64,25
482228,2,100,6
482246,,,12
482255,21,52,8
482264,2,50,12
482273,2,100,9
482307,0,,13
482316,0,,13
482325,2,0,13
482334,0,,13
482343,0,,13
482352,0,,13
482361,0,,13
482370,0,,13
482389,0,,13
482398,81,37,18
482413,80,56,27
482422,68,72,11
482431,264,59,16
482440,9,33,16
482459,52,55,16
482468,38,50,18
482477,280,55,11
482486,9,78,9
482501,1,0,33
482510,5,40,15
482529,4,100,12
482538,20,70,11
482547,6,50,19
482556,82,59,10
482565,13,46,9
482574,87,55,16
482583,3,67,15
482592,0,,8
482608,50,54,10
482617,2,0,11
482635,45,44,10
482644,0,,2
482653,15,33,10
482662,9,50,19
482671,3,33,9
482680,1083,83,21
482699,0,,28
482705,,,10
482936,0,,18
482954,12,25,13
482963,31,77,35
482981,104,51,18
482990,0,,16
483009,43,72,15
483018,87,92,7
483036,,,13
483045,848,48,15
483054,7,14,12
483106,31,87,3
483124,1135,72,27
483212,605,49,12
483221,183,97,14
483230,,,13
483258,15,64,7
483276,5,80,21
483285,0,,3
483319,0,,22
483328,7,100,15
483337,3,100,15
483346,1,100,4
483355,37,81,16
483364,16,75,16
483373,14,57,20
483382,50,96,20
483425,3,100,9
483443,,,3
483470,11,45,10
483504,46,30,20
483513,6,33,14
483522,10,20,4
483568,0,,7
483610,36,67,21
483629,0,,9
483638,1,100,14
483647,23,75,3
483665,5,60,13
483674,,,12
483683,,,7
483692,,,16
483708,0,,7
483717,6,83,24
483726,8,50,8
483735,7,86,10
483744,0,,15
483753,0,,4
483762,0,,20
483771,7,14,7
483780,0,,16
483799,,,7
483805,,,1
483814,0,,25
483823,8,75,8
483841,12,100,10
483850,,,15
483869,,,15
483878,76,95,12
483887,,,10
483896,26,96,24
483902,29,100,15
483911,0,,10
483920,11,18,8
483939,6,100,10
483948,29,21,12
483957,5,100,15
483966,0,,5
483984,16,19,7
484002,11,91,20
484011,41,100,15
484020,0,,16
484039,1,100,5
484048,0,,8
484057,13,100,12
484066,,,20
484075,5,40,12
484084,50,86,7
484093,0,,7
484109,0,,11
484118,0,,5
484127,29,97,11
484136,3,100,20
484145,5,80,20
484154,0,,20
484163,,,16
484172,,,18
484181,86,91,11
484190,3,67,2
484206,0,,15
484242,,,21
484303,0,,3
484321,25,92,13
484330,0,,15
484349,0,,28
484358,0,,41
484367,171,95,20
484376,203,94,18
484385,0,,34
484394,0,,9
484473,0,,27
484598,7,86,13
484604,180,89,17
484613,694,42,37
484622,39,26,11
484631,307,67,23
484640,19,37,15
484668,105,59,13
484677,136,43,14
484686,46,46,10
484695,61,43,10
484701,57,39,11
484710,43,53,17
484729,41,51,12
484738,25,36,7
484747,138,40,14
484756,174,36,17
484765,14,29,12
484783,46,50,9
484817,1,0,20
484826,0,,11
484835,14,29,36
484844,0,,7
484871,22,95,35
484880,0,,6
484899,0,,17
484905,122,55,15
484923,,,10
484932,0,,12
484950,7,86,15
484978,0,,10
484996,0,,22
485014,0,,10
485032,4,100,11
485041,3,67,15
485078,0,,9
485087,35,71,8
485111,1433,54,25
485120,0,,15
485139,6,100,12
485166,0,,17
485184,12,83,9
485193,7,86,9
485236,1,100,3
485245,9,89,7
485254,302,92,6
485263,21,76,22
485272,0,,6
485281,1,0,13
485306,15,60,18
485342,80,76,16
485351,113,15,24
485379,59,78,17
485388,59,78,15
485397,0,,26
485412,21,70,20
485421,0,,15
485458,155,19,12
